업소명,소재지(도로명),소재지전화
가람아구찜,"대전광역시 중구 오류로 8-1 (오류동,(1층))",042-522-3492
청춘관,"대전광역시 중구 계백로1571번길 26 (유천동,(1층))",
신당동자갈구이,"대전광역시 중구 대종로505번길 22 (선화동,(1층))",042-254-2553
신돈가화로구이,"대전광역시 중구 계백로1566번길 26 (유천동,(1층))",042-584-8592
조서방숯뎅이,"대전광역시 중구 대흥로175번길 16 (대흥동,,9 (1층))",
조마루감자탕,"대전광역시 중구 대흥로165번길 13, 1층 (대흥동)",042-221-1201
비에이치씨치킨대전대흥점,"대전광역시 중구 보문로260번길 34 (대흥동,(1층))",042-253-9284
포항25시,"대전광역시 중구 중앙로121번길 62, 1층 (선화동)",
벽오동심은뜻은,"대전광역시 중구 대흥로175번길 33 (대흥동,,4-2(1층))",042-320-4802
오류옥천가2,"대전광역시 중구 계룡로874번길 87 (오류동,(2층))",042-532-5658
애슐리클래식홈플러스문화점,"대전광역시 중구 계백로 1690 (문화동,(지상2층))",042-252-1052
그집육개장과곰탕,"대전광역시 중구 보문산공원로 486 (대사동,(1,2층))",042-222-8588
봉평김박사메밀막국수,"대전광역시 중구 보문산로171번길 40-4, 1층 (문화동)",042-326-2369
맛있다고집,"대전광역시 중구 유천로132번길 15-2 (태평동,(1층))",042-535-3049
한신포차대전대흥점,"대전광역시 중구 중앙로122번길 31 (대흥동,,2.246-2(1층))",042-256-8292
공주얼큰이칼국수,"대전광역시 중구 중교로73번길 33 (은행동,(1층))",042-253-8262
전,대전광역시 중구 천근로 22 (문화동),
고창풍천가,"대전광역시 중구 대둔산로 205, 1층 (안영동)",042-586-5100
대갈장군서대전점,"대전광역시 중구 계룡로904번안길 38 (문화동,(1층))",042-224-2200
롤링파스타대전은행점,"대전광역시 중구 중앙로156번길 13 (은행동,(2층))",042-226-4931
원조태평소국밥전문점,"대전광역시 중구 태평로 116, 1층 (태평동)",042-522-5757
시골순대국밥,"대전광역시 중구 대종로 551 (선화동,(1층))",042-252-5055
신촌집,"대전광역시 중구 보문로262번길 14 (대흥동,(1층))",042-254-8250
달나인식당,"대전광역시 중구 중교로 47, 2층 (대흥동)",042-226-6784
가정식백반,"대전광역시 중구 대둔산로 469-1 (산성동,(1층))",
원조왔다삼겹살,"대전광역시 중구 선화로 129, 1층 (선화동)",042-222-3392
목양주먹구이,"대전광역시 중구 동서대로1365번길 51 (목동,(1층))",042-222-0656
다은포차,대전광역시 중구 중앙로122번길 38 (대흥동),
립앤갈비,대전광역시 중구 태평로26번길 33 (유천동),042-536-9945
정가네생삼겹식당,"대전광역시 중구 태평로127번길 4 (태평동,(1층))",042-524-9393
미소야은행점,"대전광역시 중구 중앙로170번길 24 (은행동,,53-19,53-22(1층))",042-253-1002
어썸,"대전광역시 중구 중교로 98-1, 1층 (대흥동)",042-222-1660
밀러타임,"대전광역시 중구 중앙로122번길 31 (대흥동,,2.246-3(1층))",042-256-0002
사보텐,"대전광역시 중구 계백로 1700 (문화동,,1-226, 1-227, 1-228, 1-229 별관(지상5층))",042-226-4510
물통,"대전광역시 중구 태평로26번길 11-1, 1층 (유천동)",
도담한정식,"대전광역시 중구 계백로1630번길 11, 1층 (유천동)",042-320-4770
팔도청국장,"대전광역시 중구 중교로 36, 1층 (대흥동)",042-223-0010
굽는치킨,"대전광역시 중구 서문로 32 (문화동,한밭아파트 상가동 102호)",042-582-9233
복수분식오류점,"대전광역시 중구 동서대로1304번길 8 (오류동,(1층))",042-527-2980
돈우리식당,"대전광역시 중구 대종로 405 (대흥동,(1층))",
먹방아구와대구뽈찜,"대전광역시 중구 유천로 90 (유천동,(1층))",042-521-0202
스케치904칵테일카페대전중구대흥동점,"대전광역시 중구 보문로262번길 25 (대흥동,(1층))",042-226-4415
춘천메밀막국수,"대전광역시 중구 대둔산로 289 (사정동,(1층))",042-584-5550
천근갈매기,"대전광역시 중구 천근로 22, 2호 (문화동, 1층)",042-582-5512
시루향기유천점,"대전광역시 중구 유천로 86 (유천동,(1층))",042-531-6999
그곳에가면,"대전광역시 중구 계백로1565번길 20, 2층 (유천동)",042-521-2014
민속낙지마당,대전광역시 중구 대종로 55 (옥계동),042-285-7319
다올칼국수,"대전광역시 중구 보문산로293번길 7 (문화동,(1층))",042-581-0688
왔다삼겹살,"대전광역시 중구 동서대로 1229 (태평동,(1층))",042-531-9288
모토이,"대전광역시 중구 중앙로122번길 31 (대흥동,,2.246-3 (1층))",
착한밥상,"대전광역시 중구 천근로 10 (문화동,(1층))",042-583-0287
이비가짬뽕서대전점,대전광역시 중구 충무로 1 (대흥동),042-222-7484
금산황기닭계장,"대전광역시 중구 대종로 72 (옥계동,(1층))",042-274-1732
울엄마양평해장국,"대전광역시 중구 목중로 5 (목동,(1층))",042-221-8868
옛날통닭치킨호프,"대전광역시 중구 돌다리로52번길 2 (석교동,(1층))",042-272-9393
초원정,"대전광역시 중구 과례로 66 (문화동,홍익빌라 상가 1호,2호(1층))",042-275-5262
60계대전문화점,"대전광역시 중구 서문로 109-1 (문화동,(지상1층))",042-586-9282
한잔어때,"대전광역시 중구 대종로 302 (문창동,102호(지상1층))",042-7591-8292
만원의행복식당,"대전광역시 중구 계백로1685번길 10-1 (오류동,(지상1층))",042-538-9379
다온밥상,"대전광역시 중구 중앙로 76 (대흥동,,502-1(지하1층))",042-257-0155
토담,"대전광역시 중구 계백로1550번길 43 (유천동,(지상1층))",
예원출장뷔페,"대전광역시 중구 계백로1566번길 24 (유천동,(지상1층))",042-587-4050
대전칼국수,"대전광역시 중구 선화로 110 (선화동,(지상1층))",042-224-0501
찐한잔호프,"대전광역시 중구 동서대로1440번길 59 (선화동,(지상1층))",042-251-9281
해마식당,"대전광역시 중구 중교로 48 (대흥동,(지상2,3층))",042-222-8292
소소화,"대전광역시 중구 보문로268번길 30 (대흥동,(지상1층))",042-242-1600
와우떳다삼겹살,"대전광역시 중구 목중로26번길 59, 1층 (중촌동)",042-223-9291
네네치킨목동점,"대전광역시 중구 목동로8번길 77 (목동,(지상1층))",042-383-4479
꼬르륵,"대전광역시 중구 중앙로 지하 145, D나45,D나46,D나47호 (은행동)",042-486-4858
형수네식당,"대전광역시 중구 잔디로10번길 52, 1층 (사정동)",042-581-6996
녹두빈대떡식당,"대전광역시 중구 충무로 13 (대흥동,(지상1층))",042-253-7848
맛나분식,"대전광역시 중구 천근로70번길 1 (문화동,,439-99(지상1층))",042-584-6989
피자마루(태평점),"대전광역시 중구 태평로 15 (태평동, 버드내아파트 주상가동 105호)",042-536-1082
오사카오코노미야끼,"대전광역시 중구 대종로488번길 8 (은행동,(지상1층))",042-257-6006
돼지한마리,"대전광역시 중구 목중로 80 (중촌동,(지하2층))",042-255-0940
김판순김치찌개,"대전광역시 중구 안영로 45 (안영동,(지상1층))",042-586-5252
삼성왕갈비,"대전광역시 중구 계룡로874번길 79 (오류동,(지상1층))",042-523-1940
쌍리,"대전광역시 중구 중앙로130번길 46 (대흥동,(지상1층))",042-253-8118
안영한우마을,"대전광역시 중구 대둔산로 164 (안영동,.337-4(지상1층))",042-583-8992
맥시칸치킨파라곤점,"대전광역시 중구 유등천동로 428, 109,110호 (태평동, 파라곤아파트 상가동)",042-528-9911
제삿날식당,"대전광역시 중구 문화로22번길 27 (산성동,(1층))",042-581-7474
김가네식당,"대전광역시 중구 유천로 17-1 (유천동,(1층))",042-528-2222
명태골,"대전광역시 중구 계백로1615번길 62, 1층 (유천동)",042-523-3113
오세요순대,"대전광역시 중구 계룡로881번길 41 (용두동,(지상1층))",042-253-4889
꼬치분식,"대전광역시 중구 천근로 65 (문화동,(지상1층))",
"우리숯불풍천장어,꼼장어,닭발전문점","대전광역시 중구 수침로 94, 1층 (태평동)",042-534-3385
제일식당,대전광역시 중구 보문로 314 (선화동),042-222-0976
목동집,"대전광역시 중구 목동로22번길 19, 1층 (목동)",042-253-9992
대운산채쌈밥,"대전광역시 중구 중앙로16번길 27 (문화동,(지상2층))",042-224-3338
주순희찌개마을시골촌대전중촌점,"대전광역시 중구 목중로26번길 46 (중촌동,(지상1층))",042-252-8821
회뜰날,"대전광역시 중구 태평로14번길 17, 지상1층 (유천동)",042-535-8890
명태어장,"대전광역시 중구 유천로 91-1, 1층 (유천동)",042-523-5242
고봉민김밥인목동점,"대전광역시 중구 목중로 50, 2층 206호 (중촌동, 제일프라자)",042-256-5009
정가네,"대전광역시 중구 동서대로1194번길 19 (태평동,(지상1층))",042-523-9393
수사반장,"대전광역시 중구 대종로 592 (선화동,(지상1층))",042-242-0115
스토리,"대전광역시 중구 계룡로874번길 14 (오류동,(지상2층))",042-535-4779
타임식당,"대전광역시 중구 보문로 101-1 (부사동,(지상1층))",
다락마을식당,대전광역시 중구 중앙로156번길 29 (은행동),042-222-9912
선산국밥,"대전광역시 중구 계백로 1590 (유천동,(1층))",042-242-3331
송정돌솥밥칡냉면,"대전광역시 중구 동서대로 1391-4 (목동,(지상1층))",042-221-7977
대륙칼면짬뽕,"대전광역시 중구 보문로 241 (대흥동,(지상1층))",042-242-0011
충무칼국수,"대전광역시 중구 대종로334번길 25 (부사동,(지상1층))",042-226-8466
와도반점,"대전광역시 중구 동서대로1403번길 39 (목동,(지상1층))",042-221-3181
괴산올갱이,대전광역시 중구 보문로 253-27 (대흥동),042-253-3501
락가든,"대전광역시 중구 중앙로138번길 29 (대흥동,(지상3층))",
무진장,"대전광역시 중구 태평로44번길 16 (유천동,(1층))",042-528-9888
원어참치백화점식당,"대전광역시 중구 중교로 93, 3층 (은행동)",042-221-3788
네네치킨부사점,"대전광역시 중구 보문로 92, 1층 (부사동)",042-242-4479
비어탭2,"대전광역시 중구 계룡로874번길 11 (오류동,(2층))",042-522-2012
석탑호프,"대전광역시 중구 대종로 223 (석교동,(지상4층))",042-274-0274
이가옛날통닭앤세계맥주용두점,"대전광역시 중구 선화로22번길 25, 1층 (용두동)",042-254-0012
까치이모네,"대전광역시 중구 유천로47번길 42 (유천동,(1층))",042-532-4564
울엄마양평해장국사정점,"대전광역시 중구 대둔산로 307 (사정동,(지상1층))",042-585-5025
응답하라8090,"대전광역시 중구 중앙로122번길 23 (대흥동,(지하1층))",070-8247-7757
골목집,"대전광역시 중구 중앙로109번길 10-1, 1층 (선화동)",042-222-4082
공주칼국수쭈꾸미마당,"대전광역시 중구 계룡로 860-15 (오류동,(지상1층))",042-532-2664
수라식당,대전광역시 중구 보문산로63번길 5 (산성동),042-583-8297
프리죤,"대전광역시 중구 오류로 19 (오류동,(2층))",042-537-1140
작은음악회식당,"대전광역시 중구 태평로26번길 7 (유천동,(지하1층))",
만나식당,"대전광역시 중구 대전천서로 755-1, 1층 (중촌동)",042-252-4807
남도오리,"대전광역시 중구 산서로 38 (사정동,(1층))",042-581-5002
맥주꾼,대전광역시 중구 보문산로177번안길 27 (문화동),
또또식당,"대전광역시 중구 대종로 74 (옥계동,(2층))",042-284-1368
회전초밥오타루,"대전광역시 중구 계백로 1700 (문화동,, 1-226, 1-227, 1-228, 1-229 백화점세이 별관5층)",042-226-7764
아임일리터문화점,대전광역시 중구 계백로1716번길 18 (문화동),042-222-7444
골목길,"대전광역시 중구 중촌로24번길 11 (중촌동,(1층))",042-256-7131
신석기추어탕,"대전광역시 중구 동서대로1421번길 27 (중촌동,(1층))",042-223-2626
경성함바그세이점,"대전광역시 중구 계백로 1700 (문화동,, 1-226, 1-227, 1-228, 1-229 (별관5층))",042-226-6151
한울생고기,"대전광역시 중구 중앙로79번길 39 (선화동,(1층))",042-224-7714
명가임실치즈피자,"대전광역시 중구 보문로336번길 56 (선화동,(1층))",042-226-0077
용수타,"대전광역시 중구 대둔산로 367 (산성동,(1층))",042-586-9362
삼삼밀바,"대전광역시 중구 대종로 61 (옥계동,외 1필지(1층))",042-284-1274
압해도,"대전광역시 중구 대흥로169번길 39, 1층 (대흥동)",042-222-4802
사계절추어탕,"대전광역시 중구 대둔산로 384 (산성동,(1층))",042-586-7380
신봉찜닭,대전광역시 중구 목중로10번길 14 (중촌동),042-254-8008
전주식당,"대전광역시 중구 대종로 45-1 (옥계동,(1층))",
윤가네한판닭갈비,"대전광역시 중구 송리로 54 (문화동,(1층))",042-585-9779
청담미역세이점,"대전광역시 중구 계백로 1700 (문화동,, 1-226, 1-227, 1-228, 1-229 (6층))",
지짐이,대전광역시 중구 중앙로121번길 66 (선화동),042-226-8181
굽네치킨,"대전광역시 중구 유천로132번길 19 (태평동,(1층))",042-863-8117
세호불백,"대전광역시 중구 중앙로79번길 60, 1층 (선화동)",042-286-0060
공운식당,"대전광역시 중구 대종로 362 (부사동,(1층))",042-257-7740
옥천집,"대전광역시 중구 동서대로1456번길 67 (선화동,(1층))",042-221-0026
좋은날,"대전광역시 중구 대종로505번길 35 (선화동,(1층))",042-222-2356
울금막걸리전문점,"대전광역시 중구 계룡로881번길 9-14 (용두동,(1층))",042-252-9981
홈런김밥,"대전광역시 중구 충무로 100 (대사동,(1층))",042-252-8532
선화동커피집,"대전광역시 중구 중앙로121번길 16, 1층 (선화동)",070-8848-5385
칸지고고,"대전광역시 중구 계백로 1700, 세이백화점 별관 5층 (문화동)",042-221-4588
박가부대찌개(은행점),"대전광역시 중구 중앙로164번길 22-9 (은행동,(1층))",042-221-8277
고기정복,대전광역시 중구 계백로1571번길 34 (유천동),042-526-2234
라니포차,"대전광역시 중구 선화로 130 (선화동,(1층))",042-252-9392
시골돼지찌개,"대전광역시 중구 산서로 51 (사정동,(1층))",042-585-2388
참나라돈장군,"대전광역시 중구 중촌로28번길 54 (중촌동,(1층))",042-254-8885
투썸플레이스,"대전광역시 중구 태평로 83 (태평동,(1층))",042-535-9961
옥천막창,"대전광역시 중구 태평로26번길 48 (유천동,(1층))",042-256-9557
